title,author,publisher,price,language,pages,genre,category,target,EAN,code,year,url
Փոքրիկ մողէսի այցելութիւնը,Արմինէ Կունդակջեան,Հեղինակային հրատարակություն,1500 դրամ,Արևմտահայերեն,40,Մանկական,Պատկերագրքեր,3+,9780578351797,00055899,2022,https://zangakbookstore.am/poqrik-mokhesi-aytselutiւny
Գոբլինը և ընկերները,Նարեկ Սերոբյան,Հեղինակային հրատարակություն,2500 դրամ,Հայերեն,50,Պատանեկան,Գեղարվեստական,4+,9789939041193,00056276,2022,https://zangakbookstore.am/gobliny-ev-ynkernery
Քո երկրի դեսպանը,Ռուբեն Ֆիլյան,«ԱՐԻ» ԳՐԱԿԱՆՈՒԹՅԱՆ Հիմնադրամ,3600 դրամ,Հայերեն,135,Գեղարվեստական,Հայ դասական գրականություն,16+,9789939928517,00056282,2022,https://zangakbookstore.am/qo-erkri-despany-1
Քո երկրի դեսպանը,Ռուբեն Ֆիլյան,«ԱՐԻ» ԳՐԱԿԱՆՈՒԹՅԱՆ Հիմնադրամ,4200 դրամ,Հայերեն,135,Գեղարվեստական,Հայ դասական գրականություն,16+,2002001000001,00056281,2022,https://zangakbookstore.am/qo-erkri-despany
Նարեկը,Ադի Ալյեն,Հեղինակային հրատարակություն,5000 դրամ,Հայերեն,160,Ոչ գեղարվեստական,Կենսագրություն և հուշեր,16+,9789939689692,00056277,2022,https://zangakbookstore.am/nareky
Արցունքներս սրբիր,Րաֆֆի Շահվերդյան,Հեղինակային հրատարակություն,4200 դրամ,Հայերեն,220,Ոչ գեղարվեստական,Հոգեբանություն,16+,9789939039671,00056278,2022,https://zangakbookstore.am/artsunqners-srbir
"Տղամարդիկ Մարսից են, կանայք՝ Վեներայից",Ջոն Գրեյ,Հեղինակային հրատարակություն,4990 դրամ,Հայերեն,428,Ոչ գեղարվեստական,Հոգեբանություն,16+,9789939928807,00056275,2022,https://zangakbookstore.am/tkhamardik-marsits-en-kanayq-venerayits
Հոգու և կարոտի ճամփաներով,Արտակ Վարդանյան,Հեղինակային հրատարակություն,4200 դրամ,Հայերեն,270,Գեղարվեստական,Հայ ժամանակակից արձակ,16+,9789939758244,00056255,2022,https://zangakbookstore.am/hogu-ev-karoti-champanerov
Երգող ձկնիկը,Հովհաննես Սարոյան,Հեղինակային հրատարակություն,900 դրամ,Հայերեն,24,Մանկական,Պատկերագրքեր,3+,2001999000000,00056257,2022,https://zangakbookstore.am/ergokh-dzkniky
Սեր և պատերազմ,Շառլ Ազնավուր,,5800 դրամ,,,Գեղարվեստական,Պոեզիա,,,,,https://zangakbookstore.am/ser-ev-paterazm
Երրորդ աշխարհամարտի մատույցներում,Տիգրան Հայրապետյան,,5800 դրամ,,,Ոչ գեղարվեստական,Քաղաքագիտություն,,,,,https://zangakbookstore.am/errord-ashkharhamarti-matuytsnerum
Չորրորդ փողոց,Դավիթ Սամվելյան,,4400 դրամ,,,Գեղարվեստական,Հայ ժամանակակից արձակ,,,,,https://zangakbookstore.am/chorrord-pokhots
"Այսօրվա, վաղվա և մյուս օրերի համար",Զարուհի Բաթոյան,Գրանիշ,2500 դրամ,Հայերեն,119,Գեղարվեստական,Պոեզիա,16+,9789939926650,00056252,2022,https://zangakbookstore.am/aysorva-vakhva-ev-myus-oreri-hamar
BU:K Magazine,,Հեղինակային հրատարակություն,12000 դրամ,Ռուսերեն,204,Ոչ գեղարվեստական,Արվեստ և մշակույթ,12+,2001988000004,00056242,2022,https://zangakbookstore.am/buk-magazine
Հայաստանի սահմանների 2600 տարվա պատմությունը,Ռուբեն Գալչյան,Հեղինակային հրատարակություն,5000 դրամ,Հայերեն,60,Ոչ գեղարվեստական,Պատմություն,12+,9789939689753,00056253,2022,https://zangakbookstore.am/hayastani-sahmanneri-2600-tarva-patmutyuny
Зов Вишапасара,Արտակ Վարդանյան,Հեղինակային հրատարակություն,2100 դրամ,Ռուսերեն,130,Գեղարվեստական,Հայ ժամանակակից արձակ,16+,2002000000002,00056256,2022,https://zangakbookstore.am/zov-vishapasara
Փոս-Փարիզ,Սպարտակ Ղարաբաղցյան,Հեղինակային հրատարակություն,3400 դրամ,Հայերեն,170,Գեղարվեստական,Հայ ժամանակակից արձակ,16+,9789939037639,00056274,2022,https://zangakbookstore.am/pos-pariz
Խելացի բիզնես․ Alibaba,Մին Ցըն,,5990 դրամ,,,Ոչ գեղարվեստական,Կենսագրություն և հուշեր,,,,,https://zangakbookstore.am/khelatsi-biznes-alibaba
Անմահների ակադեմիան,Համլետ Առաքելյան,,4990 դրամ,,,Գեղարվեստական,Հայ ժամանակակից արձակ,,,,,https://zangakbookstore.am/anmahneri-akademian
Կոշկակար ոզնին,Հովհաննես Սարոյան,Հեղինակային հրատարակություն,900 դրամ,Հայերեն,10,Մանկական,Պատկերագրքեր,3+,9789939012865,00056258,2022,https://zangakbookstore.am/koshkakar-oznin
Հայտնի հեքիաթագիրներ: Առակներ,Եզոպոս,Էդիթ Պրինտ,900 դրամ,Հայերեն,90,Պատանեկան,Գեղարվեստական,3+,9789939758695,00056263,2022,https://zangakbookstore.am/haytni-heqiatagirner-arakner
Հայտնի հեքիաթագիրներ․ Անդերսեն,Հանս Քրիստիան Անդերսեն,Էդիթ Պրինտ,900 դրամ,Հայերեն,112,Պատանեկան,Գեղարվեստական,3+,9789939758572,00056262,2022,https://zangakbookstore.am/haytni-heqiatagirner-andersen
Մամիկ,Նաիրա Աբրահամյան,,2500 դրամ,,,Գեղարվեստական,Հայ ժամանակակից արձակ,,,,,https://zangakbookstore.am/mamik
Մաթեմատիկա 12-րդ դասարանի թեստերի ժողովածու,Սահակ Փարվանյան,,1200 դրամ,,,Ուսումնական,Ուսումնաօժանդակ,,,,,https://zangakbookstore.am/matematika-12-rd-dasarani-testeri-zhokhovatsu
Ավեստա․ Իրանցիների հնագույն երգերը և տեքստերը,,Անտարես,9990 դրամ,Հայերեն,800,Գեղարվեստական,Էպոս և բանահյուսություն,16+,9789939769363,00056259,2022,https://zangakbookstore.am/avesta-irantsineri-hnaguyn-ergery-ev-teqstery
Волшебник,Վլադիմիր Նաբոկով,,4800 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/volshebnik-1
Дар,Վլադիմիր Նաբոկով,,6400 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/dar-4
"Վայ սագեր, սագեր",Մանուշակ Հովհաննիսյան,Հեղինակային հրատարակություն,2000 դրամ,Հայերեն,107,Մանկական,Պատկերագրքեր,3+,9789939780641,00056169,2021,https://zangakbookstore.am/vay-sager-sager
"Բարև, արև",Մանուշակ Հովհաննիսյան,Հեղինակային հրատարակություն,3500 դրամ,Հայերեն,287,Մանկական,Պատկերագրքեր,3+,9789939782188,00056170,2021,https://zangakbookstore.am/barev-arev
Խաչագողի հիշատակարանը,Րաֆֆի,,3500 դրամ,,,Գեղարվեստական,Հայ դասական գրականություն,,,,,https://zangakbookstore.am/khachagokhi-hishatakarany-1
Նվերը,Սպենսեր Ջոնսոն,Էդիթ Պրինտ,2800 դրամ,Հայերեն,90,Ոչ գեղարվեստական,Ինքնազարգացում և մոտիվացիա,16+,9789939758589,00056247,2022,https://zangakbookstore.am/nvery
Հայոց ցեղասպանության պատմություն,,Մագաղաթ,6600 դրամ,Հայերեն,525,Ոչ գեղարվեստական,Պատմություն,16+,9789939895123,00056249,2022,https://zangakbookstore.am/hayots-tsekhaspanutyan-patmutyun
Մորուս Հասրաթյան,Աելիտա Դոլուխանյան,,4800 դրամ,,,Ոչ գեղարվեստական,Կենսագրություն և հուշեր,,,,,https://zangakbookstore.am/morus-hasratyan
Последнее дело Гвенди,Սթիվեն Քինգ,,5400 դրամ,,,Գեղարվեստական,Սարսափ,,,,,https://zangakbookstore.am/poslednee-delo-gvendi
Свобода,Ջոնաթան Ֆրանզեն,,9500 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/svoboda
Святой против Льва. Иоанн Кронштадтский и Лев Толстой: История одной вражды,Պավել Բասինսկի,,9400 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/svyatoy-protiv-lva-ioann-kronshtadtskiy-i-lev-tolstoy-istoriya-odnoy-vrazhdi
Сияние,Սթիվեն Քինգ,,3300 դրամ,,,Գեղարվեստական,Ֆենթզի,,,,,https://zangakbookstore.am/siyanie-4
Сезон отравленных плодов,,,6200 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/sezon-otravlennikh-plodov
Трилогия тумана,Կառլոս Ռուիս Սաֆոն,,3400 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/trilogiya-tumana
"Управление людьми. Как эффективно руководить командой, добиваться лучших результатов и решать любые",Մայքլ Արմսթրոնգ,,5600 դրամ,,,Ոչ գեղարվեստական,Բիզնես և տնտեսագիտություն,,,,,https://zangakbookstore.am/upravlenie-lyudmi-kak-effektivno-rukovodit-komandoy-dobivatsya-luchshikh-rezultatov-i-reshat-lyubie
Хоббит,Ջոն Ռ․ Ռ․ Թոլքին,,6800 դրամ,,,Գեղարվեստական,Ֆենթզի,,,,,https://zangakbookstore.am/khobbit-7
Каждые сто лет,,,8900 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/kazhdie-sto-let
Костюм Арлекина,Լեոնիդ Յուզեֆովիչ,,6100 դրամ,,,Գեղարվեստական,Դետեկտիվ և թրիլլեր,,,,,https://zangakbookstore.am/kostyum-arlekina
Красное и черное,Ստենդալ,,2800 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/krasnoe-i-chernoe-6
Кролик Питер и его друзья,Բեատրիքս Փոթեր,,6800 դրամ,,,Մանկական,Պատկերագրքեր,,,,,https://zangakbookstore.am/krolik-piter-i-ego-druzya
"Лидерство. Быстрые и эффективные способы стать лидером, за которым люди хотят следовать",,,4900 դրամ,,,Ոչ գեղարվեստական,Ինքնազարգացում և մոտիվացիա,,,,,https://zangakbookstore.am/liderstvo-bistrie-i-effektivnie-sposobi-stat-liderom-za-kotorim-lyudi-khotyat-sledovat
Луна и шесть пенсов. Узорный покров,Սոմերսեթ Մոեմ,,5900 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/luna-i-shest-pensov-uzorniy-pokrov
Любовное чтиво,Պավել Բասինսկի,,7200 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/lyubovnoe-chtivo
Мысленный волк,Ալեքսեյ Վարլամով,,7500 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/mislenniy-volk
Оккульттрегер,Ալեքսեյ Սալնիկով,,6600 դրամ,,,Գեղարվեստական,Ֆենթզի,,,,,https://zangakbookstore.am/okkulttreger
Оправдание Острова,Եվգենի Վոդոլազկին,,8900 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/opravdanie-ostrova
"Основы философии (о теле, о человеке, о гражданине). Человеческая природа. О свободе и необходимости",Թոմաս Հոբս,,9600 դրամ,,,Ոչ գեղարվեստական,Փիլիսոփայություն,,,,,https://zangakbookstore.am/osnovi-filosofii-o-tele-o-cheloveke-o-grazhdanine-chelovecheskaya-priroda-o-svobode-i-neobkhodimosti
Павел Чжан и прочие речные твари,,,6900 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/pavel-chzhan-i-prochie-rechnie-tvari
"Перевал Дятлова, или Тайна девяти",,,4300 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/pereval-dyatlova-ili-tayna-devyati
Повод для оптимизма? Прощалки,Վլադիմիր Պոզներ,,10800 դրամ,,,Ոչ գեղարվեստական,Կենսագրություն և հուշեր,,,,,https://zangakbookstore.am/povod-dlya-optimizma-proshchalki
11/22/63,Սթիվեն Քինգ,,4100 դրամ,,,Գեղարվեստական,Սարսափ,,,,,https://zangakbookstore.am/112266
Критика жизни человека. Рассказы Вельзевула своему внуку,Գեորգի Գյուրջիև,,9900 դրամ,,,Ոչ գեղարվեստական,Էզոթերիկա,,,,,https://zangakbookstore.am/kritika-zhizni-cheloveka-rasskazi-velzevula-svoemu-vnuku
1984,Ջորջ Օրուել,,2600 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/1995
Арабский язык. Лучший самоучитель,,,5100 դրամ,,,Ուսումնական,Ուսումնաօժանդակ,,,,,https://zangakbookstore.am/arabskiy-yazik-luchshiy-samouchitel
Безгрешность,Ջոնաթան Ֆրանզեն,,9500 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/bezgreshnost-1
Бледный огонь,Վլադիմիր Նաբոկով,,6200 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/bledniy-ogon-3
Город Брежнев,Շամիլ Իդիատուլին,,11700 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/gorod-brezhnev-1
Горький: страсти по Максиму,Պավել Բասինսկի,,8200 դրամ,,,Ոչ գեղարվեստական,Կենսագրություն և հուշեր,,,,,https://zangakbookstore.am/gorkiy-strasti-po-maksimu
Дюна,Ֆրենկ Հերբերտ,,3500 դրամ,,,Գեղարվեստական,Ֆենթզի,,,,,https://zangakbookstore.am/dyuna-6
Иерусалим,Ալան Մուռ,,18200 դրամ,,,Գեղարվեստական,Ֆենթզի,,,,,https://zangakbookstore.am/ierusalim-1
Իկարուսը ժամանակի եզրին,Բրայան Գրին,Զանգակ,3600 դրամ,Հայերեն,40,Մանկական,Պատկերագրքեր,5+,9789939689258,00056243,2022,https://zangakbookstore.am/ikarusy-zhamanaki-ezrin
Գողացված ձյունը,Պերճ Զեյթունցյան,Անտարես,4990 դրամ,Հայերեն,205,Գեղարվեստական,Հայ ժամանակակից արձակ,12+,9789939769462,00056238,2022,https://zangakbookstore.am/gokhatsvats-dzyuny
Ջո Բայդեն. Սքրենթոնից մինչև Սպիտակ տուն,Ժան-Բեռնար Կադյե,Անտարես,6990 դրամ,Հայերեն,206,Ոչ գեղարվեստական,Կենսագրություն և հուշեր,16+,9789939769325,00056239,2020,https://zangakbookstore.am/jo-bayden-sqrentonits-minchev-spitak-tun
"Ցերեկային տուն, գիշերային տուն",Օլգա Տոկարչուկ,Անտարես,5990 դրամ,Հայերեն,360,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,16+,9789939769097,00056240,2022,https://zangakbookstore.am/tserekayin-tun-gisherayin-tun
Առաջնորդել նրբագեղորեն,,Հեղինակային հրատարակություն,6700 դրամ,Հայերեն,210,Ոչ գեղարվեստական,Ինքնազարգացում և մոտիվացիա,16+,9789939041070,00056241,2022,https://zangakbookstore.am/arajnordel-nrbagekhoren
Չինական ավանդական բժշկության հիմնական հասկացություններ հանրագիտարան 1,,Ոգի-Նաիրի,2500 դրամ,Հայերեն,170,Ոչ գեղարվեստական,Բժշկական գրականություն,16+,9789939114507,00056102,2022,https://zangakbookstore.am/chinakan-avandakan-bzhshkutyan-himnakan-haskatsutyunner-hanragitaran-1
Հիշողություններ ապագայի մասին,Սիգիզմունդ Կրժիժանովսկի,Ոգի-Նաիրի,4500 դրամ,Հայերեն,285,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,16+,9789939114811,00056103,2022,https://zangakbookstore.am/hishokhutyunner-apagayi-masin
Ֆրիդա կամ ցավի մասին,Սլավենկա Դրակուլիչ,Ոգի-Նաիրի,2500 դրամ,Հայերեն,140,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,16+,9789939114774,00056104,2022,https://zangakbookstore.am/frida-kam-tsavi-masin
Մահվան եւ անհետացման ժամանակագրությունը,Նիկոլա Դուրետիչ,Ոգի-Նաիրի,2500 դրամ,Հայերեն,125,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,16+,9789939114644,00056105,2022,https://zangakbookstore.am/mahvan-eւ-anhetatsman-zhamanakagrutyuny
Երեքգրոշանոց օպերա: Կուրաժ մայրիկն ու նրա երեխաները,Բերթոլթ Բրեխթ,,3990 դրամ,,,Գեղարվեստական,Դրամատուրգիա,,,,,https://zangakbookstore.am/ereqgroshanots-opera-kurazh-mayrikn-u-nra-erekhanery
Համավարակ,Գուրգեն Խանջյան,,4490 դրամ,,,Գեղարվեստական,Հայ ժամանակակից արձակ,,,,,https://zangakbookstore.am/hamavarak-1
Քոլագիր,Կորյուն Բաղդասարյան,,2500 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/qolagir
Round Up. Student's book 4,,Մանմար,6000 դրամ,Անգլերեն,210,Ուսումնական,Դասագրքեր,8+,9781408234976,00056078,2022,https://zangakbookstore.am/round-up-students-book-4
ՀՀ քաղաքացիական օրենսգիրք,,Պաշտոնական Տեղեկագիր,7200 դրամ,Հայերեն,600,Ոչ գեղարվեստական,Քաղաքագիտություն,16+,2001930000007,00056067,2022,https://zangakbookstore.am/hh-qakhaqatsiakan-orensgirq
Round Up. Student's book 6,,Մանմար,6000 դրամ,Անգլերեն,255,Ուսումնական,Դասագրքեր,8+,9781408235010,00056080,2022,https://zangakbookstore.am/round-up-students-book-6
Round Up. Student's book 1,,Մանմար,6000 դրամ,Անգլերեն,127,Ուսումնական,Դասագրքեր,8+,9781408234907,00056076,2022,https://zangakbookstore.am/round-up-students-book-1
Power Up. Activity book 5,,Մանմար,4500 դրամ,Անգլերեն,104,Ուսումնական,Դասագրքեր,8+,9781108430210,00056075,2022,https://zangakbookstore.am/power-up-activity-book-5
Power Up. Activity book 1,,Մանմար,4500 դրամ,Անգլերեն,120,Ուսումնական,Դասագրքեր,8+,9781108430036,00056074,2022,https://zangakbookstore.am/power-up-activity-book-1
Round Up. Student's book 5,,Մանմար,6000 դրամ,Անգլերեն,200,Ուսումնական,Դասագրքեր,8+,9781408234990,00056073,2022,https://zangakbookstore.am/round-up-students-book-5
Power Up. Pupil's book 1,,Մանմար,6000 դրամ,Անգլերեն,125,Ուսումնական,Դասագրքեր,8+,9781108413749,00056072,2022,https://zangakbookstore.am/power-up-pupils-book-1
Round Up. Pupil's book 5,,Մանմար,6000 դրամ,Անգլերեն,125,Ուսումնական,Դասագրքեր,8+,9781108413831,00056079,2022,https://zangakbookstore.am/round-up-pupils-book-5
Լռություն․ Խոսքերից ու հնչյուններից անդին,Լիլիթ Պետրոսյան,Հեղինակային հրատարակություն,3000 դրամ,Հայերեն,130,Գեղարվեստական,Հայ ժամանակակից արձակ,16+,2001953000008,00056069,2022,https://zangakbookstore.am/lrutyun-khosqerits-u-hnchyunnerits-andin
Մայրենի 2-4․ Ուսուցչի ձեռնարկ,Լիլիթ Տեր-Գրիգորյան,,1300 դրամ,,,Ուսումնական,Ուսումնաօժանդակ,,,,,https://zangakbookstore.am/mayreni-2-4-usutschi-dzernark-1
Դոկտոր Մորոյի կղզին,Հերբերտ Ուելս,,3000 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/doktor-moroyi-kkhzin
Հայ ժամանակակից գրականության քրեստոմատիա 9-րդ դաս․,Դավիթ Սամվելյան,Էդիթ Պրինտ,1500 դրամ,Հայերեն,112,Ուսումնական,Դասագրքեր,12+,9789939758510,00056041,2022,https://zangakbookstore.am/hay-zhamanakakits-grakanutyan-qrestomatia-9-rd-dasaran
Մայրենի լեզվի հարցարաններ 4-րդ դասարան,Աշոտ Գալստյան,Էդիթ Պրինտ,1800 դրամ,Հայերեն,240,Ուսումնական,Ուսումնաօժանդակ,6+,9789939522791,00056034,2022,https://zangakbookstore.am/mayreni-lezvi-hartsaranner-4-rd-dasaran
Անգլուխ ձիավորը,Թոմաս Մայն Ռիդ,Էդիթ Պրինտ,4200 դրամ,Հայերեն,688,Գեղարվեստական,Արտասահմանյան դասական արձակ,12+,9789939758367,00056031,2022,https://zangakbookstore.am/anglukh-dziavory
Առկախված այգի,,Հեղինակային հրատարակություն,8400 դրամ,Հայերեն,130,Ոչ գեղարվեստական,Պատմություն,16+,9789939926537,00056057,2022,https://zangakbookstore.am/arkakhvats-aygi
Խենթը,Րաֆֆի,,3300 դրամ,,,Գեղարվեստական,Հայ դասական գրականություն,,,,,https://zangakbookstore.am/khenty-1
Ալիսիա Կիրակոսյանի քնարերգությունը,Աելիտա Դոլուխանյան,,1500 դրամ,,,Գեղարվեստական,Պոեզիա,,,,,https://zangakbookstore.am/alisia-kirakosyani-qnarergutyuny
Սոցիալական քաղաքականություն,Վարդուշ Գյոզալյան,Հեղինակային հրատարակություն,3500 դրամ,Հայերեն,370,Ոչ գեղարվեստական,Քաղաքագիտություն,16+,9789939865324,00056062,2022,https://zangakbookstore.am/sotsialakan-qakhaqakanutyun
Տնտեսությունը և սոցիալական արդարությունը,Վարդուշ Գյոզալյան,Հեղինակային հրատարակություն,3500 դրամ,Հայերեն,254,Ոչ գեղարվեստական,Քաղաքագիտություն,16+,9789939757896,00056061,2022,https://zangakbookstore.am/tntesutyuny-ev-sotsialakan-ardarutyuny
Այբբենարան ուսուցչի ձեռնարկ,Լիլիթ Տեր-Գրիգորյան,,1500 դրամ,,,Ուսումնական,Ուսումնաօժանդակ,,,,,https://zangakbookstore.am/aybbenaran-usutschi-dzernark
Հայոց լեզու 10. Մեթոդական ձեռնարկ ուսուցիչների համար,Գայանե Մկրտչյան,,4000 դրամ,,,Ուսումնական,Ուսումնաօժանդակ,,,,,https://zangakbookstore.am/hayots-lezu-10-metodakan-dzernark-usutsichneri-hamar
Դադիվանուց ժամագիրք,Արսեն Ներսես,Հեղինակային հրատարակություն,3200 դրամ,Հայերեն,160,Գեղարվեստական,Պոեզիա,16+,9789939926612,00055903,2022,https://zangakbookstore.am/dadivanuts-zhamagirq
Արծվաշենյան մասունքներ,Աթաբեկ Ադամյան,Հեղինակային հրատարակություն,5000 դրամ,Հայերեն,265,Գեղարվեստական,Հայ ժամանակակից արձակ,16+,9789939926476,00056053,2022,https://zangakbookstore.am/artsvashenyan-masunqner
Կա՞ կյանք կյանքից հետո,Աթաբեկ Ադամյան,Հեղինակային հրատարակություն,5000 դրամ,Հայերեն,165,Գեղարվեստական,Հայ ժամանակակից արձակ,16+,2001928000002,00056052,2022,https://zangakbookstore.am/ka-kyanq-kyanqits-heto
Once upon a time,Սամվել Բիշարյան,Հեղինակային հրատարակություն,2500 դրամ,Անգլերեն,100,Մանկական,Պատկերագրքեր,3+,9789939606415,00056050,2022,https://zangakbookstore.am/once-upon-a-time
The trap,Սամվել Բիշարյան,Հեղինակային հրատարակություն,1700 դրամ,Անգլերեն,60,Մանկական,Պատկերագրքեր,3+,9789939607412,00056051,2022,https://zangakbookstore.am/the-trap
Քրեադատավարական սանկցիաները (գիտագործնական մեկնաբանություններ),Շուշանիկ Իսրայելյան,Հեղինակային հրատարակություն,8400 դրամ,Հայերեն,176,Ոչ գեղարվեստական,Քաղաքագիտություն,16+,9789939961132,00056049,2022,https://zangakbookstore.am/qreadatavarakan-sanktsianery-gitagortsnakan-meknabanutyunner
Մաթեմատիկայի թեմատիկ գրավոր աշխատանքների թեստերի ժողովածու 6,Ռ.Ս. Խաչատրյան,,1500 դրամ,,,Ուսումնական,Դասագրքեր,,,,,https://zangakbookstore.am/matematikayi-tematik-gravor-ashkhatanqneri-testeri-zhokhovatsu-6
Մաթեմատիկայի թեմատիկ գրավոր աշխատանքների թեստերի ժողովածու 5,Ռ.Ս. Խաչատրյան,,1500 դրամ,,,Ուսումնական,Դասագրքեր,,,,,https://zangakbookstore.am/matematikayi-tematik-gravor-ashkhatanqneri-testeri-zhokhovatsu-5
Խնդրագիրք․ խնդիրների լուծման թվաբանական մեթոդներ,Գայանե Բեդիրյան,,2200 դրամ,,,Ուսումնական,Դասագրքեր,,,,,https://zangakbookstore.am/khndragirq-khndirneri-lutsman-tvabanakan-metodner
Հայ ժամանակակից գրականության քրեստոմատիա 12-րդ դաս.,Դավիթ Սամվելյան,,1500 դրամ,,,Ուսումնական,Դասագրքեր,,,,,https://zangakbookstore.am/hay-zhamanakakits-grakanutyan-qrestomatia-12-rd-das
Հայ ժամանակակից գրականության քրեստոմատիա 11-րդ դաս.,Դավիթ Սամվելյան,,1500 դրամ,,,Ուսումնական,Դասագրքեր,,,,,https://zangakbookstore.am/hay-zhamanakakits-grakanutyan-qrestomatia-11-rd-das
Հայ ժամանակակից գրականության քրեստոմատիա 10-րդ դաս.,Դավիթ Սամվելյան,,1500 դրամ,,,Ուսումնական,Դասագրքեր,,,,,https://zangakbookstore.am/hay-zhamanakakits-grakanutyan-qrestomatia-10-rd-das
Հայ ժամանակակից գրականության քրեստոմատիա 7-րդ դաս.,Դավիթ Սամվելյան,,1500 դրամ,,,Ուսումնական,Դասագրքեր,,,,,https://zangakbookstore.am/hay-zhamanakakits-grakanutyan-qrestomatia-7-rd-das
Հայ ժամանակակից գրականության քրեստոմատիա 8-րդ դաս.,Դավիթ Սամվելյան,,1500 դրամ,,,Ուսումնական,Դասագրքեր,,,,,https://zangakbookstore.am/hay-zhamanakakits-grakanutyan-qrestomatia-8-rd-das
Մայրենի 5-6։ Մեթոդական ձեռնարկ,Թամարա Թովմասյան,,1300 դրամ,,,Ուսումնական,Ուսումնաօժանդակ,,,,,https://zangakbookstore.am/mayreni-5-6-metodakan-dzernark
Շվեդական մտածելակերպ,,Հեղինակային հրատարակություն,2500 դրամ,Հայերեն,280,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,16+,9785540022699,00038259,2021,https://zangakbookstore.am/shvedakan-mtatselakerp
Տանը և դպրոցում 2,Գայանե Բեդիրյան,,2000 դրամ,,,Ուսումնական,Ուսումնաօժանդակ,,,,,https://zangakbookstore.am/tany-ev-dprotsum-2
Տանը և դպրոցում 1,Գայանե Բեդիրյան,,2000 դրամ,,,Ուսումնական,Ուսումնաօժանդակ,,,,,https://zangakbookstore.am/tany-ev-dprotsum-1
Մինչ հանդիպում,,Հեղինակային հրատարակություն,3300 դրամ,Հայերեն,70,Գեղարվեստական,Պոեզիա,16+,9789939689685,00056030,2022,https://zangakbookstore.am/minch-handipum
Երբ երազն անհետացավ,Նարեկ Թոփուզյան,Հեղինակային հրատարակություն,3500 դրամ,Հայերեն,144,Գեղարվեստական,Հայ ժամանակակից արձակ,16+,9789939926629,00055902,2022,https://zangakbookstore.am/erb-erazn-anhetatsav
Լեզվի ծայրին,Կարեն Ղարսլյան,Հեղինակային հրատարակություն,3500 դրամ,Հայերեն,184,Գեղարվեստական,Պոեզիա,16+,9789939926636,00055901,2022,https://zangakbookstore.am/lezvi-tsayrin
The secret garden,Ֆրենսիս Հոջսոն Բրնեթ,,2800 դրամ,,,Պատանեկան,Գեղարվեստական,,,,,https://zangakbookstore.am/the-secret-garden-2
The call of the wild,Ջեք Լոնդոն,,2000 դրամ,,,Պատանեկան,Գեղարվեստական,,,,,https://zangakbookstore.am/the-call-of-the-wild-2
Հայոց լեզու 9. Մեթոդական ձեռնարկ ուսուցիչների համար,Գայանե Մկրտչյան,,3000 դրամ,,,Ուսումնական,Ուսումնաօժանդակ,,,,,https://zangakbookstore.am/hayots-lezu-9-usutsichneri-hamar
